Código,Cód. Pai,Dispositivo legal,Artigo,Data de Publicação,Data de Alteração,Data de Inativação,Data de Reativação,nome,JETR
10893,10302,,,2008-09-30 15:52:00,,,,Base de Cálculo,X
10244,10288,L 8.112/1990,230,2008-09-30 15:52:00,,,,Assistência à Saúde,X
10245,10288,L 8.069/1990; D 977/1993,"54, IV; 1º segs.",2008-09-30 15:52:00,,,,Assistência Pré-escolar,X
10304,10288,Lei 8112/90,"art. 61, VIII",2008-09-30 15:52:00,,,,Auxílio-Alimentação,X
10248,10288,L 8.112/1990,"185 II b, 226 a 228",2008-09-30 15:52:00,,,,Auxílio-Funeral,X
10246,10288,L 8.112/1990,"185, I, b; 196",2008-09-30 15:52:00,,,,Auxílio-Natalidade,X
10247,10288,L 8.112/1990,"185 II c, 229",2008-09-30 15:52:00,,,,Auxílio-Reclusão,X
10306,10288,Lei 8112/90,"arts. 51, III, 60",2008-09-30 15:52:00,,,,Auxílio-transporte,X
10243,10288,Lei 8186/91,art. 1º a 6º,2008-09-30 15:52:00,,,,Complementação de Benefício/Ferroviário,X
10300,10288,Lei 7238/84,arts. 1º a 15,2008-09-30 15:52:00,,,,Data Base,X
10296,10288,Lei 8112/90,arts. 45 e 46,2008-09-30 15:52:00,,,,Descontos Indevidos,X
10298,10288,L 8.112/1990,51,2008-09-30 15:52:00,,,,Diárias e Outras Indenizações,X
14708,10298,Lei 8.112/1990,"51, I",2021-07-29 00:00:00,,,,Ajuda de Custo,X
14709,10298,Lei 8.112/1990,"51, IV",2021-07-29 00:00:00,,,,Auxílio-Moradia,X
14710,10298,Lei 8.112/1990,"51, II",2021-07-29 00:00:00,,,,Diárias,X
14711,10298,Lei 8.112/1990,"51, III",2021-07-29 00:00:00,,,,Indenização de Transporte,X
10301,10288,Lei 8112/90,art. 77,2008-09-30 15:52:00,,,,Férias,X
14712,10301,Lei 8.112/1990,77 a 80,2021-07-29 00:00:00,,,,Conversão em Pecúnia,X
10883,10301,Lei 8.112/1990,77 a 80,2008-09-30 15:52:00,,,,Fruição / Gozo,X
10884,10301,Lei 8.112/1990,77 a 80,2008-09-30 15:52:00,,,,Indenização / Terço Constitucional,X
10290,10288,Lei 10.187/01,arts. 1º a 8º,2008-09-30 15:52:00,,,,Gratificação de Incentivo,X
10295,10288,Lei 8112/90; Lei 9624/98,"Lei 8112/90, art. 62, §§ 2º e 5º; Lei 9624/98, arts. 2º e 3º",2008-09-30 15:52:00,,,,Gratificação Incorporada / Quintos e Décimos / VPNI,X
10310,10288,Lei 8112/90,"arts. 61, II, 63 a 66.",2008-09-30 15:52:00,,,,Gratificação Natalina/13º salário,X
10289,10288,Lei 8112/90,Art. 61,2008-09-30 15:52:00,,,,Gratificações da Lei 8.112/1990,X
10305,10288,,,2008-09-30 15:52:00,,,,Gratificações de Atividade,X
10706,10288,CF,"art. 37, XIV",2008-09-30 15:52:00,,,,Gratificações Municipais Específicas,X
10323,10288,Lei 8112/90,art. 197,2008-09-30 15:52:00,,,,Inclusão de Dependente,X
10311,10288,CF,"art. 37, XV",2008-09-30 15:52:00,,,,Irredutibilidade de Vencimentos,X
10221,10288,CF,"Art. 37, XIII",2008-09-30 15:52:00,,,,Isonomia/Equivalência Salarial,X
14744,10221,CF; EC 41/2003; EC 47/2005,"Art. 40, § 8º; Art. 7º; Arts. 2º e 3º",2021-07-30 00:00:00,,,,Paridade Salarial,X
10312,10288,Lei 11.494/07; Lei 11.738/08,"Lei 11.494/07, art. 41; Lei 11.738/08, arts. 1º a 6º",2008-09-30 15:52:00,,,,Piso Salarial,X
10299,10288,Lei 5645/1970,arts. 1º a 15,2008-09-30 15:52:00,,,,Plano de Classificação de Cargos,X
14241,10288,Lei 8.112/1990,"46, caput",2021-01-29 00:00:00,,,,Restituição ao Erário,X
10307,10288,CF,"art. 37, X",2008-09-30 15:52:00,,,,"Revisão Geral Anual (Mora do Executivo - inciso X, art. 37, CF 1988)",X
10249,10288,L 8.112/1990,"185 I c, 197 a 201",2008-09-30 15:52:00,,,,Salário-Família,X
10497,10288,CF,"art. 37, XI",2008-09-30 15:52:00,,,,Subsídios,X
10297,10288,L 8.112/1990,42,2008-09-30 15:52:00,,,,Teto Salarial,X
14707,10288,CPC; Lei 8.112/90,"297, parágrafo único, 520, I e II, e 302 (CPC); 46, §1º (Lei 8.112/90)",2021-07-29 00:00:00,,,,Valores Antecipados na Tutela Posteriormente Revogada/Cassada,X
10276,10219,,,2008-09-30 15:52:00,,,,Tempo de Serviço,X
10277,10276,Lei 8213/91,Arts. 55 e 57,2008-09-30 15:52:00,,,,Averbação / Contagem de Tempo Especial,X
10278,10276,CF,"Art. 201, § 9º",2008-09-30 15:52:00,,,,Averbação / Contagem Recíproca,X
10417,9985,,,2008-09-30 15:52:00,,,,Sistema Nacional de Trânsito,X
10418,10417,Lei 9503/97,"Art. 19, VII",2008-09-30 15:52:00,,,,CNH - Carteira Nacional de Habilitação,X
10419,10417,Lei 9503/97,Art. 262,2008-09-30 15:52:00,,,,Liberação de Veículo Apreendido,X
10420,10417,Lei 9503/97,Arts. 130 a 135,2008-09-30 15:52:00,,,,Licenciamento de Veículo,X
10110,,,,,,,,DIREITO AMBIENTAL,X
9994,10110,CF; Lei 6938/81; CPC,"CF, art. 37, § 6º; Lei 6938/81, art. 14, § 1º; CPC, art. 927",2008-09-30 15:52:00,2023-11-30 15:15:00,,,Dano Ambiental,X
10438,10110,Lei 10406/02,art. 927,2008-09-30 15:52:00,2023-11-30 15:27:00,,,Dano Ambiental,X
15301,10110,Lei nº 6.938/1981,"14, § 1º",2023-11-30 15:11:00,,,,Dano Moral Coletivo Decorrente de Dano Ambiental,X
15008,10110,CF; Lei 12.187/2009; Resolução CNJ 433/2021; Convenção-Quadro das Nações Unidas sobre Mudança do Clima,1º e ss (Convenção),2021-12-03 00:00:00,,,,Mudanças Climáticas,X
15300,10110,Lei nº 14.119/2021,"2º, IV",2023-11-30 15:04:00,,,,Pagamento por Serviços Ambientais,X
12734,,,,,,,,DIREITO ASSISTENCIAL,X
15221,12734,Lei 14.284/2021,4º,2023-06-13 17:13:00,,,,Auxílio Brasil (Lei 14.284/2021),X
15516,12734,Lei 14.601/2023,1º,2024-11-29 14:54:00,,,,Bolsa Família (Lei 14.601/2023),X
899,,LICCvB,7,,,,,DIREITO CIVIL,X
12935,899,,,2020-11-04 00:00:00,2021-01-20 09:40:00,,,Bem de Família Legal,X
10432,899,Lei nº 10.406/02 (Código Civil) -,Arts. 1.196 a 1.510,2008-09-30 15:52:00,,,,Coisas,X
10495,10432,Lei 10.406/02,Art. 1506 a 1510,2008-09-30 15:52:00,,,,Anticrese,X
10482,10432,Lei 3.071/16,678 694,2008-09-30 15:52:00,,,,Enfiteuse,X
10487,10432,Lei 10.406/02,1414 a 1416,2008-09-30 15:52:00,,,,Habitação,X
10494,10432,Lei 10.406/02,1473 a 1505,2008-09-30 15:52:00,,,,Hipoteca,X
10488,10432,Lei nº 10.406/02 (Código Civil) -,Artigos:1.431,2008-09-30 15:52:00,,,,Penhor,X
10491,10488,Lei nº 10.406/02 (Código Civil) -,artigos 1.451 à 1.460.,2008-09-30 15:52:00,,,,Direitos e Títulos de Crédito,X
10490,10488,Lei 10.406/02,1447 a 1450,2008-09-30 15:52:00,,,,Industrial / Mercantil,X
10493,10488,Lei 10.406/02,1467 a 1472,2008-09-30 15:52:00,,,,Legal,X
10489,10488,Lei 10.406/02,1438 a 1446,2008-09-30 15:52:00,,,,Rural - Agrícola/Pecuário,X
10492,10488,Lei 10.406/02,1461 a 1466,2008-09-30 15:52:00,,,,Veículos,X
10444,10432,Lei nº 10.406/02 (Código Civil) -,artigos 1.196 à 1.224 C.C.,2008-09-30 15:52:00,,,,Posse,X
10447,10444,Lei 10.406/02,1204 a 1209,2008-09-30 15:52:00,,,,Aquisição,X
10445,10444,Lei 10.406/02,Arts.1210 a 1224,2008-09-30 15:52:00,,,,Esbulho / Turbação / Ameaça,X
10446,10444,Lei 10.406/02,1228,2008-09-30 15:52:00,,,,Imissão,X
10496,10432,Lei 10.406/02,1417 e 1418,2008-09-30 15:52:00,,,,Promessa de Compra e Venda,X
10448,10432,Lei nº 10.406/02 (Código Civil) -,"artigos 1.225, I; 1.228 à 1.259 C.C.",2008-09-30 15:52:00,,,,Propriedade,X
10450,10448,Lei 10.406/02,1322 1499 VI 1483,2008-09-30 15:52:00,,,,Adjudicação Compulsória,X
10454,10448,Lei 10.406/02,1322,2008-09-30 15:52:00,,,,Alienação Judicial,X
10455,10448,Lei nº 10.406/02 (Código Civil) -,Artigos:1.238 a 1.259,2008-09-30 15:52:00,,,,Aquisição,X
10456,10455,Lei 10406/02,1249 a 1259,2008-09-30 15:52:00,,,,Acessão,X
10500,10455,L 6.969/1981,arts. 1º a 10,2008-09-30 15:52:00,,,,Usucapião da L 6.969/1981,X
11990,10455,CC,Art. 1.260 a 1.262,2014-05-28 00:00:00,,,,Usucapião de bem móvel,X
10457,10455,CF,183 e 191,2008-09-30 15:52:00,,,,Usucapião Especial (Constitucional),X
10460,10455,Lei 10.257/01,10,2008-09-30 15:52:00,,,,Usucapião Especial Coletiva,X
10458,10455,Lei 10406/02,1238 e 1261,2008-09-30 15:52:00,,,,Usucapião Extraordinária,X
10459,10455,Lei 10406/02,1242 e 1260,2008-09-30 15:52:00,,,,Usucapião Ordinária,X
10462,10448,Lei 10.406/02,1314 a 1330,2008-09-30 15:52:00,,,,Condomínio,X
10463,10448,"Lei nº 10.406/02 (Código Civil) - Artigos: 1.331 a 1.358 e no que não contrariarem este, pelas disposições da L 4.594/64, com as alterações da L. 4.864/65.",,2008-09-30 15:52:00,,,,Condomínio em Edifício,X
10464,10463,Lei 10406/02,1347 a 1356,2008-09-30 15:52:00,,,,Administração,X
10465,10463,Lei 10.406/02,"art. 1.314, par. único",2008-09-30 15:52:00,,,,Alteração de Coisa Comum,X
10466,10463,Lei nº 10.406/02 (Código Civil) - .,"artigos 1.334, III; 1.347, § 1º do artigo 1.348 e 1.349 à 1.355 C.C",2008-09-30 15:52:00,,,,Assembléia,X
10467,10463,Lei 10.406/02; Lei 4591/64,"Lei 10.406/02, art. 1.334; Lei 4591/64, art. 12",2008-09-30 15:52:00,,,,Despesas Condominiais,X
10468,10463,Lei 10406/02,1335 a 1337,2008-09-30 15:52:00,,,,Direitos / Deveres do Condômino,X
10595,10463,Lei 10.406/02,"art. 1.336, § 1º",2008-09-30 15:52:00,,,,Multa,X
10469,10463,Lei 10406/02,1338,2008-09-30 15:52:00,,,,Vaga de garagem,X
10461,10448,Lei 10406/02,1277,2008-09-30 15:52:00,,,,Direito de Vizinhança,X
10451,10448,Lei 10.406/02 e CPC,1297,2008-09-30 15:52:00,,,,Divisão e Demarcação,X
10470,10448,Lei 4.591/64,art. 1º,2008-09-30 15:52:00,,,,Incorporação Imobiliária,X
10449,10448,Lei 10406/02,1275 a 1276,2008-09-30 15:52:00,,,,Perda da Propriedade,X
10481,10448,Lei 10406/02,1361 a 1368,2008-09-30 15:52:00,,,,Propriedade Fiduciária,X
4654,10448,"Lei nº 9.609 de 19/02/1988, eLei nº 9.279, de 14/05/1996",,2008-09-30 15:52:00,,,,Propriedade Intelectual / Industrial,X
4670,4654,Lei 9279/96,"arts. 2º, II, 94 A 237",2008-09-30 15:52:00,,,,Desenho Industrial,X
4656,4654,Lei 9610/98,art. 1º e segs.,2008-09-30 15:52:00,,,,Direito Autoral,X
4680,4654,Lei 9279/96,"arts. 2º, III, 122 a 216",2008-09-30 15:52:00,,,,Marca,X
4660,4654,Lei 9279/96,"arts. 2º, I, 229 a 237",2008-09-30 15:52:00,,,,Patente,X
10499,4654,Lei 9610/98,art. 1º e segs.,2008-09-30 15:52:00,,,,Programa de Computador,X
10480,10448,Lei 10406/02,1359 a 1360,2008-09-30 15:52:00,,,,Propriedade Resolúvel,X
10452,10448,Lei 10406/02,637 879 1228 1251 1314 1359,2008-09-30 15:52:00,,,,Reivindicação,X
10453,10448,Lei 6015/73,212 a 213,2008-09-30 15:52:00,,,,Retificação de Área de Imóvel,X
10483,10432,Lei 10.406/02,1378 a 1379,2008-09-30 15:52:00,,,,Servidão,X
10485,10432,Lei 10.406/02,1369 a 1377,2008-09-30 15:52:00,,,,Superfície,X
10486,10432,Lei 10.406/02,1412 a 1413,2008-09-30 15:52:00,,,,Uso,X
10484,10432,Lei 10.406/02,1390 a 1411,2008-09-30 15:52:00,,,,Usufruto,X
12937,899,,,2020-11-04 00:00:00,,,,Direitos da Personalidade ,X
9616,899,,,2008-09-30 15:52:00,,,,Empresas,X
9617,9616,,,2008-09-30 15:52:00,,,,Espécies de Sociedades,X
9623,9617,Lei nº 10.406/02 (Código Civil) -,Arts. 1.088 a 1.092.,2008-09-30 15:52:00,,,,Anônima,X
9625,9617,Lei nº 10.406/02 (Código Civil) -,Arts. 1.093 a 1.096.,2008-09-30 15:52:00,,,,Cooperativa,X
4993,9616,L. 11.101/2005,,2008-09-30 15:52:00,,,,Recuperação judicial e Falência,X
5001,4993,Lei: 11.101/05 -,Arts 139 a 153,2008-09-30 15:52:00,,,,Liquidação,X
5724,9616,,,2008-09-30 15:52:00,,,,Sociedade ,X
4939,5724,Lei nº 10.406/02 (Código Civil),- Art. 50.,2008-09-30 15:52:00,,,,Desconsideração da Personalidade Jurídica,X
5626,899,,,2008-09-30 15:52:00,,,,Família,X
7661,5626,Lei 10406/02,1711,2008-09-30 15:52:00,2021-01-20 09:42:00,,,Bem de Família (Voluntário),X
5808,5626,,,2008-09-30 15:52:00,,,,Casamento,X
7664,5808,Lei 10406/02,"1571, III e IV, 1.572, caput e §§ 1o e 2o, 1.574 e 1.580",2008-09-30 15:52:00,,,,Dissolução,X
14923,7664,,,2021-09-30 00:00:00,,,,Partilha,X
7656,5626,Lei 10406/02,1723 a 1727,2008-09-30 15:52:00,,,,União Estável ou Concubinato,X
14924,7656,,,2021-09-30 00:00:00,,,,Partilha,X
10948,5626,Lei 11.340/2006,art. 7º,2008-09-30 15:52:00,2014-02-18 18:43:00,,,Violência Doméstica Contra a Mulher,X
7947,899,Lei 10406/02,arts. 104 a 232,2008-09-30 15:52:00,,,,Fatos Jurídicos,X
4701,7947,Lei 10406/02,arts. 104 a 184,2008-09-30 15:52:00,,,,Ato / Negócio Jurídico,X
4703,4701,Lei 10406/02,Arts. 138 a 184,2008-09-30 15:52:00,,,,"Defeito, nulidade ou anulação",X
4706,4701,Lei 10406/02,arts. 441 a 457,2008-09-30 15:52:00,,,,Evicção ou Vicio Redibitório,X
5632,7947,Lei 10406/02,arts. 189 a 211,2008-09-30 15:52:00,,,,Prescrição e Decadência,X
14205,899,Lei 13.709/2018,1º,2021-01-20 00:00:00,,,,Lei Geral de Proteção de Dados (LGPD),X
14207,14205,Lei 13.709/2018,1º,2021-01-20 00:00:00,,,,Privacidade,X
14206,14205,"Lei 13,709/2018",1º,2021-01-20 00:00:00,,,,Proteção de Dados Pessoais,X
7681,899,,,2008-09-30 15:52:00,,,,Obrigações,X
7690,7681,,,2008-09-30 15:52:00,,,,Adimplemento e Extinção,X
7709,7690,Lei 10406/02,368 a 380,2008-09-30 15:52:00,,,,Compensação,X
7710,7690,Lei nº 10.406/02 (Código Civil),-arts. 381 a 384,2008-09-30 15:52:00,,,,Confusão,X
7707,7690,Lei nº 10.406/02 (Código Civil),arts. 356 a 359,2008-09-30 15:52:00,,,,Dação em Pagamento,X
10592,7690,Lei 0820/03,arts. 1º a 7º,2008-09-30 15:52:00,,,,Desconto em folha de pagamento,X
7706,7690,Lei nº 10.406/02 (Código Civil),arts. 352 a 355;,2008-09-30 15:52:00,,,,Imputação do Pagamento,X
7708,7690,Lei nº 10.406/02 (Código Civil),arts. 360 a 367,2008-09-30 15:52:00,,,,Novação,X
7703,7690,Lei nº 10.406/02 (Código Civil),arts. 304 a 388,2008-09-30 15:52:00,,,,Pagamento,X
7705,7690,Lei nº 10.406/02 (Código Civil),arts. 346 a 351,2008-09-30 15:52:00,,,,Pagamento com Sub-rogação,X
7704,7690,Lei nº 10.406/02 (Código Civil),arts. 334 a 345,2008-09-30 15:52:00,,,,Pagamento em Consignação,X
7711,7690,Lei nº 10.406/02 (Código Civil),arts. 385 a 388,2008-09-30 15:52:00,,,,Remissão das Dívidas,X
7694,7681,Lei nº 10.406/02 (Código Civil) - arts. 854 a 886;,854 a 886;,2008-09-30 15:52:00,,,,Atos Unilaterais,X
7715,7694,Lei nº 10.406/02 (Código Civil) -,arts. 884 a 886,2008-09-30 15:52:00,,,,Enriquecimento sem Causa,X
7713,7694,Lei nº 10.406/02 (Código Civil),arts. 861 a 875,2008-09-30 15:52:00,,,,Gestão de Negócios,X
7714,7694,Lei nº 10.406/02 (Código Civil),art. 876 a 883,2008-09-30 15:52:00,,,,Pagamento Indevido,X
7712,7694,Lei nº 10.406/02 (Código Civil),arts. 854 a 860,2008-09-30 15:52:00,,,,Promessa de Recompensa,X
9580,7681,,,2008-09-30 15:52:00,,,,Espécies de Contratos,X
9581,9580,Lei nº 10.406/02 (Código Civil) -,arts. 710 a 721;,2008-09-30 15:52:00,2020-11-18 14:57:00,,,Agência e Distribuição,X
9582,9580,Decreto-Lei nº 911/69 e Lei Federal nº 9514/97;,"Lei 9514, art. 22",2008-09-30 15:52:00,,,,Alienação Fiduciária,X
9584,9580,"Lei Federal nº 6099/74, Resolução BACEN nº 2309/96","Lei 6099, art. 1º",2008-09-30 15:52:00,,,,Arrendamento Mercantil,X
9583,9580,"Lei Federal nº 4504/64 (Estatuto da Terra),",arts. 95 e 95-A;,2008-09-30 15:52:00,,,,Arrendamento Rural,X
4728,9580,Resoluções Bacen nºs 3265/2005 e 3266/2005;,"Resolução BACEN nº 3265, art. 1º",2008-09-30 15:52:00,,,,Câmbio,X
9585,9580,"CDC, Lei 4595/64, Decreto 22626/33","CDC, art. 39, III, 52; Lei 4594, art. 4º, VI, 10, VI; Decreto 22626, art. 1º",2008-09-30 15:52:00,,,,Cartão de Crédito,X
14917,9580,Código Civil,1793,2021-09-30 00:00:00,,,,Cessão de Direitos,X
9586,9580,Lei nº 10.406/02 (Código Civil),- arts. 693 a 709,2008-09-30 15:52:00,,,,Comissão,X
9602,9580,Lei nº 10.406/02 (Código Civil),- arts. 579 a 585;,2008-09-30 15:52:00,,,,Comodato,X
9587,9580,Lei nº 10.406/02 (Código Civil) -,arts. 481 a 532,2008-09-30 15:52:00,,,,Compra e Venda,X
9606,9580,"LEI Nº 10.406/02 (CÓDIGO CIVIL) - ,",arts. 851 a 853;,2008-09-30 15:52:00,,,,Compromisso,X
14918,9580,Código Civil,421,2021-09-30 00:00:00,,,,Confissão/Composição de Dívida,X
9604,9580,LEI Nº 10.406/02 (CÓDIGO CIVIL),arts. 803 a 813;,2008-09-30 15:52:00,,,,Constituição de Renda,X
9607,9580,Resolução BACEN nº 2878/2001 e nº 2892/2001 ;,"Resolução BACEN nº 2898, art. 1º",2008-09-30 15:52:00,,,,Contratos Bancários,X
9588,9580,Lei nº 10.406/02 (Código Civil),art. 722,2008-09-30 15:52:00,,,,Corretagem,X
10501,9580,Lei Federal nº 4829/65;,art. 2º,2008-09-30 15:52:00,,,,Crédito Rural,X
9589,9580,Lei nº 10.406/02 (Código Civil),- arts. 627 a 652;,2008-09-30 15:52:00,,,,Depósito,X
9590,9580,Lei nº 10.406/02 (Código Civil),- arts. 538 a 564;,2008-09-30 15:52:00,,,,Doação,X
5680,9580,"Lei Federal nº 9610/98 (Lei de Direitos Autorais),",arts. 53 a 67;,2008-09-30 15:52:00,,,,Edição,X
9591,9580,Lei nº 10.406/02 (Código Civil),- arts. 610 a 626;,2008-09-30 15:52:00,,,,Empreitada,X
9601,9580,Lei nº 10.406/02 (Código Civil),- arts. 534 a 537;,2008-09-30 15:52:00,,,,Estimatório,X
9592,9580,Lei nº 10.406/02 (Código Civil),- arts. 818 a 839;,2008-09-30 15:52:00,,,,Fiança,X
14916,9580,Código Civil,421 a 480,2021-09-30 00:00:00,,,,Fornecimento,X
9608,9580,Lei Federal nº 8955/94;,art. 2º,2008-09-30 15:52:00,,,,Franquia,X
9605,9580,"LEI Nº 10.406/02 (CÓDIGO CIVIL) - , ;",arts. 814 a 817,2008-09-30 15:52:00,,,,Jogo e Aposta,X
9593,9580,Lei Federal nº 8245/91;,,2008-09-30 15:52:00,,,,Locação de Imóvel,X
9614,9593,"Lei Federal nº 8245/91,",arts. 35 e 36;,2008-09-30 15:52:00,,,,Benfeitorias,X
11000,9593,,,2009-05-29 00:00:00,,,,Cobrança de Aluguéis - Sem despejo,X
11001,9593,,,2009-05-29 00:00:00,,,,Consignação de Chaves,X
9611,9593,"Lei Federal nº 8245/91,","arts. 47, III e 61;",2008-09-30 15:52:00,,,,Despejo para Uso de Ascendentes e Descendentes,X
9610,9593,"Lei Federal nº 8245/91,","arts. 47, III e 61;",2008-09-30 15:52:00,,,,Despejo para Uso Próprio,X
9612,9593,"Lei Federal nº 8245/91,","arts. 46, 56, 78, 7º e 8º;",2008-09-30 15:52:00,,,,Despejo por Denúncia Vazia,X
14915,9593,Lei 8.245/1991 e Lei 12.112/2009,"9, § 1º (Lei 8.245/1991); 62 (Lei 12.112/2009)",2021-09-30 00:00:00,,,,Despejo por Inadimplemento,X
9615,9593,"Lei Federal nº 8245/91,",arts. 27 a 34;,2008-09-30 15:52:00,,,,Direito de Preferência,X
9609,9580,"LEI Nº 10.406/02 (CÓDIGO CIVIL) - ,",arts. 565 a 578;,2008-09-30 15:52:00,,,,Locação de Móvel,X
9594,9580,Lei nº 10.406/02 (Código Civil) ;,- arts. 653 a 692,2008-09-30 15:52:00,,,,Mandato,X
9603,9580,LEI Nº 10.406/02 (CÓDIGO CIVIL) ;,arts. 586 a 592,2008-09-30 15:52:00,,,,Mútuo,X
4794,9580,"Lei Federal nº 4504/64 (Estatuto da Terra),","arts. 92 a 94, 96;",2008-09-30 15:52:00,,,,Parceria Agrícola e/ou pecuária,X
9596,9580,Lei nº 10.406/02 (Código Civil),- arts. 593 a 609;,2008-09-30 15:52:00,,,,Prestação de Serviços,X
4805,9580,"Lei Federal nº 6435/77, Lei Complementar nº 109/2001 Lei Federal nº 11053/2004",,2008-09-30 15:52:00,,,,Previdência privada,X
4813,9580,Lei Federal nº 4886/65;,art. 1º,2008-09-30 15:52:00,,,,Representação comercial,X
9597,9580,Lei nº 10.406/02 (Código Civil),- arts. 757 a 802;,2008-09-30 15:52:00,,,,Seguro,X
4839,9580,"Lei Federal nº 4380/64,",arts. 8º a 44;,2008-09-30 15:52:00,,,,Sistema Financeiro da Habitação,X
4840,4839,"Lei Federal nº 10.150, de 2000",art. 19,2008-09-30 15:52:00,,,,Equivalência salarial,X
4841,4839,Lei nº 10.406/02 (Código Civil) -,art. 320,2008-09-30 15:52:00,,,,Quitação,X
4842,4839,Lei Federal nº 8100/90; Lei Federal nº 8177/91Lei Federal nº 8692/93,art. 1º,2008-09-30 15:52:00,,,,Reajuste de Prestações,X
4854,4839,"Lei 8.692, de 28 de julho de 1993",art. 15,2008-09-30 15:52:00,,,,Revisão do Saldo Devedor,X
4847,4839,Lei nº 10.406/02 (Código Civil) Circular SUSEP nº 111/99;,- art. 757;,2008-09-30 15:52:00,,,,Seguro,X
14237,4839,"Lei 9,514/1997",26 e seguintes,2021-01-28 00:00:00,,,,Sistema Financeiro Imobiliário,X
4846,4839,Decreto Lei 70/66,Art. 37,2008-09-30 15:52:00,,,,Sustação/Alteração de Leilão,X
4843,4839,"Lei Federal nº 8004/90,Lei Federal nº 8692/93, Lei Federal nº 10150/2000;",art. 1º,2008-09-30 15:52:00,,,,Transferência de Financiamento (contrato de gaveta),X
10588,4839,Lei 10406,art. 234,2008-09-30 15:52:00,,,,Vícios de Construção,X
9598,9580,Lei nº 10.406/02 (Código Civil),- arts. 840 a 850,2008-09-30 15:52:00,,,,Transação,X
9599,9580,Lei nº 10.406/02 (Código Civil) -,arts. 743 a 756;,2008-09-30 15:52:00,,,,Transporte de Coisas,X
9600,9580,Lei nº 10.406/02 (Código Civil),- arts. 734 a 742;,2008-09-30 15:52:00,,,,Transporte de Pessoas,X
9595,9580,Lei nº 10.406/02 (Código Civil),- art. 533;,2008-09-30 15:52:00,,,,Troca ou Permuta,X
7717,7681,Lei nº 10.406/02 (Código Civil),- arts. 921 a 926,2008-09-30 15:52:00,,,,Espécies de Títulos de Crédito,X
4961,7717,Lei Federal nº 6313/75;,art. 1º,2008-09-30 15:52:00,,,,Cédula de Crédito à Exportação,X
4960,7717,"Medida Provisória nº 2160-25, de 13.08.2001;",art. 1º,2008-09-30 15:52:00,,,,Cédula de Crédito Bancário,X
4962,7717,Lei Federal nº 6840/80;,art. 1º,2008-09-30 15:52:00,,,,Cédula de Crédito Comercial,X
4963,7717,"Decreto-Lei nº 413/69 (TCI),",arts. 9º a 14 e 19 a 52;,2008-09-30 15:52:00,,,,Cédula de Crédito Industrial,X
4964,7717,"Decreto-Lei nº 167/67,",arts. 9º a 41;,2008-09-30 15:52:00,,,,Cédula de Crédito Rural,X
4968,7717,Lei Federal nº 8929/94;,art. 1º,2008-09-30 15:52:00,,,,Cédula de Produto Rural,X
4969,7717,Lei nº 10.406/02 (Código Civil) - art. 1486,Lei nº 10.406/02 (Código Civil) - art. 1486,2008-09-30 15:52:00,,,,Cédula Hipotecária,X
4970,7717,Lei Federal nº 7357/85 (Lei do Cheque);,arts. 1º a 62,2008-09-30 15:52:00,,,,Cheque,X
4971,7717,"Lei Federal nº 6404/76, art. 72;",art. 52,2008-09-30 15:52:00,,,,Debêntures,X
4972,7717,Lei Federal nº 5474/68;,art. 1º,2008-09-30 15:52:00,,,,Duplicata,X
4973,7717,"Decreto nº 2044/1908,",arts. 1º a 53;,2008-09-30 15:52:00,,,,Letra de Câmbio,X
4974,7717,Lei nº 6840/80;,art. 1º e 5º,2008-09-30 15:52:00,,,,Nota de Crédito Comercial,X
4975,7717,"Decreto-Lei nº 413/69 (TCI), arts, 15 a 18;",arts. 15 a 18,2008-09-30 15:52:00,,,,Nota de Crédito Industrial,X
4976,7717,"Decreto-lei nº 167/67, ;",arts. 27 a 29,2008-09-30 15:52:00,,,,Nota de Crédito Rural,X
4980,7717,"Decreto nº 2044/1908, arts. 54 a 57;",arts. 54 a 57,2008-09-30 15:52:00,,,,Nota Promissória,X
4981,7717,"Decreto nº 1102/1903 , Lei Federal nº 9973/2000,Lei Federal nº 11076/2004;","Decreto 1102, art. 15; Lei 11076, art. 1º",2008-09-30 15:52:00,,,,Warrant,X
7691,7681,,,2008-09-30 15:52:00,,,,Inadimplemento,X
7701,7691,Lei nº 10.406/02 (Código Civil),- arts. 417 a 420;,2008-09-30 15:52:00,,,,Arras ou Sinal,X
7700,7691,Lei nº 10.406/02 (Código Civil),- arts. 408 a 416;,2008-09-30 15:52:00,,,,Cláusula Penal,X
7697,7691,Súmula 54 do STJ,Súmula 54 do STJ,2008-09-30 15:52:00,,,,Correção Monetária,X
7699,7691,,,2008-09-30 15:52:00,,,,Juros de Mora - Legais / Contratuais,X
10585,7699,Lei 10406/02,Art. 591,2008-09-30 15:52:00,,,,Capitalização / Anatocismo,X
10586,7699,Lei nº 10.406/02 (Código Civil),- arts. 406 a 407;,2008-09-30 15:52:00,,,,Limitação de Juros,X
7698,7691,Lei nº 10.406/02 (Código Civil),arts. 402 a 405,2008-09-30 15:52:00,,,,Perdas e Danos,X
10582,7691,Lei nº 10.406/02 (Código Civil),arts. 455 e 607,2008-09-30 15:52:00,,,,Rescisão / Resolução,X
7696,7681,Lei nº 10.406/02 (Código Civil),- arts. 955 a 965;,2008-09-30 15:52:00,,,,Preferências e Privilégios Creditórios,X
