Código,Cód. Pai,Dispositivo legal,Artigo,Data de Publicação,Data de Alteração,Data de Inativação,Data de Reativação,nome,JMU1G
9985,,,,,,,,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,X
10186,9985,,,2008-09-30 15:52:52,,,,Agentes Políticos,X
10187,10186,,,2008-09-30 15:52:52,,,,Magistratura,X
13254,10187,,,2020-11-04 00:00:00,,,,Permuta ,X
13323,10187,,,2020-11-04 00:00:00,,,,Vitaliciamento ,X
9997,9985,,,2008-09-30 15:52:52,,,,Atos Administrativos,X
10015,9997,,,2008-09-30 15:52:52,,,,Fiscalização,X
14954,10015,Lei de Execução Penal,"66, VII",2021-09-30 00:00:00,,,,Inspeção em Estabelecimento Penal,X
14956,10015,Lei de Execução Penal,"66, VIII",2021-09-30 00:00:00,,,,Interdição de Estabelecimento Penal,X
10370,9985,,,2008-09-30 15:52:52,,,,Concurso Público / Edital,X
12959,10370,,,2020-11-04 00:00:00,,,,Cadastro Reserva ,X
11903,10370,,,2012-06-06 00:00:00,,,,Concurso para magistrado,X
11909,10370,,,2012-06-06 00:00:00,,,,Concurso para servidor,X
9986,9985,,,2008-09-30 15:52:52,,,,Garantias Constitucionais,X
14130,9986,Constituição Federal,,2021-01-18 00:00:00,,,,Sistema Prisional,X
14202,9985,"Lei 13,709/2018",1º,2021-01-20 00:00:00,,,,Lei Geral de Proteção de Dados (LGPD),X
14204,14202,Lei 13.709/2018,1º,2021-01-20 00:00:00,,,,Privacidade,X
14203,14202,Lei 13.709/2018,1º,2021-01-20 00:00:00,,,,Proteção de Dados Pessoais,X
10385,9985,L 8.666/1993,,2008-09-30 15:52:52,,,,Licitações ,X
10386,10385,Lei 8.666/93,art. 20 a 26,2008-09-30 15:52:52,2021-01-18 10:11:23,,,Modalidade / Limite,X
14133,10386,Lei 8.666/1993,"22, I",2021-01-18 00:00:00,,,,Concorrência,X
10219,9985,,,2008-09-30 15:52:52,,,,Servidor Público Civil,X
10287,10219,Lei 8112/90,19,2008-09-30 15:52:52,,,,Jornada de Trabalho,X
13186,10287,,,2020-11-04 00:00:00,,,,Horas Extras ,X
13209,10287,,,2020-11-04 00:00:00,,,,Intervalo ,X
10258,10219,,,2008-09-30 15:52:52,,,,Licenças / Afastamentos,X
10263,10258,L 8.112/1990,"102, VIII, b",2008-09-30 15:52:52,,,,Tratamento da Própria Saúde,X
899,,LICCvB,7,,,,,DIREITO CIVIL,X
14205,899,Lei 13.709/2018,1º,2021-01-20 00:00:00,,,,Lei Geral de Proteção de Dados (LGPD),X
14207,14205,Lei 13.709/2018,1º,2021-01-20 00:00:00,,,,Privacidade,X
14206,14205,"Lei 13,709/2018",1º,2021-01-20 00:00:00,,,,Proteção de Dados Pessoais,X
5754,899,Lei 10.406/02 (CCB),"Título I, Capítulo I",2008-09-30 15:52:52,,,,Pessoas naturais,X
15306,5754,Resolução CNJ n. 270/2018,1º,2024-03-15 11:26:37,,,,Nome Social,X
6191,,,,,,,,DIREITO INTERNACIONAL,X
15104,6191,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Resolução 364); 1º (Recomendação 123)",2022-06-10 00:00:00,,,,Corte Interamericana de Direitos Humanos,X
15106,15104,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Medidas Provisórias da Corte Interamericana de Direitos Humanos,X
15125,15106,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,"Caso da Unidade de Internação Socioeducativa, Espírito Santo",X
15122,15106,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,"Caso do Complexo Penitenciário de Pedrinhas, Maranhão",X
15123,15106,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,"Caso do Complexo Penitenciário do Curado, Pernambuco",X
15124,15106,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,"Caso do Instituto Penal Plácido de Sá Carvalho, Rio de Janeiro",X
15105,15104,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Sentenças da Corte Interamericana de Direitos Humanos,X
15119,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Airton Honorato vs. Brasil,X
15116,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso dos(as) Empregados(as) da Fábrica de Fogos de Santo Antônio de Jesus e seus Familiares vs. Brasil,X
15109,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Escher e Outros vs. Brasil,X
15113,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364), 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Favela Nova Brasília vs. Brasil,X
15110,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Garibaldi vs. Brasil,X
15111,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,"Caso Gomes Lund e Outros (""Guerrilha do Araguaia) vs. Brasil",X
15115,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Herzog e Outros vs. Brasil,X
15117,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Márcia Barbosa de Souza e Outros vs. Brasil,X
15118,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Neusa dos Santos Nascimento e Outra vs. Brasil,X
15108,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1] (Rec. 123)",2022-06-10 00:00:00,,,,Caso Nogueira de Carvalho e Outro vs. Brasil,X
15121,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Sales Pimenta vs. Brasil,X
15120,15105,Resolução CNJ n. 364; Recomendação CNJ n. 123,"1º e 2º, IV (Res. 364); 1º (Rec. 123)",2022-06-10 00:00:00,,,,Caso Tavares Pereira e Outros vs. Brasil,X
287,,,,,,,,DIREITO PENAL,X
3692,287,DL 3688/41,arts. 18 a 70,2008-09-30 15:52:52,,,,Contravenções Penais,X
12772,3692,DL 3688/41,20,2020-07-15 00:00:00,,,,"Anúncio de Processo, Substância ou Objeto Destinado a Provocar Aborto ",X
12774,3692,DL 3688/41,23,2020-07-15 00:00:00,,,,Custódia de Doente Mental Sem Autorização do Responsável,X
14236,3692,DL 3688/1941,47,2021-01-28 00:00:00,,,,Exercício Ilegal de Profissão ou Atividade,X
12343,3692,DL 3688/41,18,2018-06-27 00:00:00,,,,"Fabrico, comércio ou detenção de arma branca ou munição",X
12773,3692,DL 3688/41,22,2020-07-15 00:00:00,,,,Internação Não Autorizada em Estabelecimento Psiquiátrico,X
12350,3692,DL 3688/1941,50,2018-06-27 00:00:00,,,,Jogo de azar,X
12352,3692,DL 3688/1941,58,2018-06-27 00:00:00,,,,Jogo do bicho,X
12351,3692,DL 3688/1941,51,2018-06-27 00:00:00,,,,Loteria não autorizada,X
12346,3692,DL 3688/41,31,2018-06-27 00:00:00,,,,Omissão de cautela na guarda ou condução de animal,X
12355,3692,DL 3688/1941,66,2018-06-27 00:00:00,,,,Omissão de comunicação de crime,X
12354,3692,DL 3688/1941,65,2018-06-27 00:00:00,,,,Perturbação da tranquilidade,X
12347,3692,DL 3688/1941,42,2018-06-27 00:00:00,,,,Perturbação do trabalho ou do sossego alheios,X
12344,3692,DL 3688/1941,19,2018-06-27 00:00:00,,,,Porte de arma (branca),X
12340,3692,DL 3688/41,40,2018-06-27 00:00:00,,,,Provocação de tumulto ou conduta inconveniente,X
12356,3692,DL 3688/1941,68,2018-06-27 00:00:00,,,,Recusa de dados sobre a própria identificação ou qualificação,X
12353,3692,DL 3688/1941,63,2018-06-27 00:00:00,,,,Servir bebidas alcóolicas a vulneráveis,X
12348,3692,DL 3688/1941,45,2018-06-27 00:00:00,,,,Simulação de Qualidade de Funcionário,X
12349,3692,Dl 3688/1941,47,2018-06-27 00:00:00,,,,Uso ilegítimo de uniforme ou distintivo,X
12345,3692,DL 3688/1941,21,2018-06-27 00:00:00,,,,Vias de fato,X
10950,287,"Código Penal, Estatuto da Criança e do Adolescente e Lei 13.431/2017","61, II, h (CP); 2º (ECA); 1° a 29 (Lei 13.431/2017)",2008-09-30 15:52:52,,,,Crime / Contravenção contra Criança / Adolescente,X
10951,287,CP; Lei 10.741/03,"CP, art. 61, II, h; Lei 10.741, art. 1º",2008-09-30 15:52:52,2009-05-28 17:06:31,,,Crime / Contravenção contra Idoso,X
5865,287,CP,"art. 18, II",2008-09-30 15:52:52,,,,Crime Culposo,X
5555,287,CP,"14, II",2008-09-30 15:52:52,,,,Crime Tentado,X
11414,287,,,2010-02-10 00:00:00,,,,Crime/contravenção decorrente de conflito fundiário coletivo,X
12342,287,CP e Lei 8.072/1990,"121, § 2º, VII; 129, § 12 (CP) e Art. 1º, I e II (Lei 8.072/1990)",2018-06-27 00:00:00,,,,"Crimes cometidos contra autoridade ou agente descrito nos arts. 142 e 143 da Constituição Federal, integrantes do sistema prisional e da Força Nacional de Segurança Pública",X
5874,287,,,2008-09-30 15:52:52,,,,Crimes Contra a Administração da Justiça,X
3588,5874,CP,353,2008-09-30 15:52:52,,,,Arrebatamento de preso ,X
3578,5874,CP,341,2008-09-30 15:52:52,,,,Auto-acusação falsa,X
3580,5874,CP,344,2008-09-30 15:52:52,,,,Coação no curso do processo ,X
3577,5874,CP,340,2008-09-30 15:52:52,,,,Comunicação falsa de crime ou de contravenção ,X
3576,5874,CP,339,2008-09-30 15:52:52,,,,Denunciação caluniosa ,X
3595,5874,CP,359,2008-09-30 15:52:52,,,,Desobediência a decisão judicial sobre perda ou suspensão de direitos ,X
11797,5874,CP,349-A,2011-08-03 00:00:00,,,,Entrada de aparelho telefônico de comunicação móvel em estabelecimento prisional,X
3587,5874,CP,352,2008-09-30 15:52:52,,,,Evasão mediante violência contra a pessoa ,X
3581,5874,CP,345 e 346,2008-09-30 15:52:52,,,,Exercício arbitrário das próprias razões ,X
3585,5874,CP,350,2008-09-30 15:52:52,,,,Exercício arbitrário ou abuso de poder ,X
3593,5874,CP,357,2008-09-30 15:52:52,,,,Exploração de prestígio ,X
3579,5874,CP,342 e 343,2008-09-30 15:52:52,,,,Falso testemunho ou falsa perícia ,X
3583,5874,CP,348,2008-09-30 15:52:52,,,,Favorecimento pessoal ,X
3584,5874,CP,349,2008-09-30 15:52:52,,,,Favorecimento real ,X
3582,5874,CP,347,2008-09-30 15:52:52,,,,Fraude processual,X
3586,5874,CP,351,2008-09-30 15:52:52,,,,Fuga de pessoa presa ou submetida a medida de segurança ,X
3589,5874,CP,354,2008-09-30 15:52:52,,,,Motim de presos ,X
3590,5874,CP,"355, caput",2008-09-30 15:52:52,,,,Patrocínio infiel ,X
3591,5874,CP,"355, § único",2008-09-30 15:52:52,,,,Patrocínio simultâneo ou tergiversação ,X
3575,5874,CP,338,2008-09-30 15:52:52,,,,Reingresso de estrangeiro expulso ,X
3592,5874,CP,356,2008-09-30 15:52:52,,,,Sonegação de papel ou objeto de valor probatório ,X
3594,5874,CP,358,2008-09-30 15:52:52,,,,Violência ou fraude em arrematação judicial,X
3463,287,,,2008-09-30 15:52:52,2010-03-05 10:38:50,,,Crimes contra a Dignidade Sexual,X
5851,3463,CP,216-A,2008-09-30 15:52:52,,,,Assédio Sexual,X
3467,3463,CP,Art. 216,2008-09-30 15:52:52,,,,Atentado ao Pudor Mediante Fraude,X
3466,3463,CP,214,2008-09-30 15:52:52,,,,Atentado Violento ao Pudor ,X
14705,3463,CP,233,2021-05-28 00:00:00,,,,Ato Obsceno,X
5853,3463,CP,229,2008-09-30 15:52:52,,,,Casa de Prostituição,X
3468,3463,CP,Art. 218,2008-09-30 15:52:52,,,,Corrupção de Menores,X
12398,3463,"Lei 13.718, de 2018",Art. 2º,2018-11-19 00:00:00,,,,"Divulgação de cena de estupro, sexo ou pornografia",X
14706,3463,CP,234,2021-05-28 00:00:00,,,,Escrito ou Objeto Obsceno,X
3465,3463,CP,213,2008-09-30 15:52:52,,,,Estupro ,X
11417,3463,CP,217-A,2010-03-05 00:00:00,,,,Estupro de vulnerável,X
5852,3463,CP,228,2008-09-30 15:52:52,,,,Favorecimento da Prostituição,X
11420,3463,CP,228,2010-03-05 00:00:00,,,,Favorecimento da prostituição ou outra forma de exploração sexual,X
11419,3463,CP,218-B,2010-03-05 00:00:00,,,,Favorecimento da prostituição ou outra forma de exploração sexual de vulnerável ,X
12397,3463,"Lei 13.718, de 2018",Art. 2º,2018-11-19 00:00:00,,,,Importunação Sexual,X
3471,3463,CP,227,2008-09-30 15:52:52,,,,Mediação para Servir a Lascívia de Outrem ,X
5850,3463,CP,215,2008-09-30 15:52:52,,,,Posse Sexual Mediante Fraude,X
14704,3463,CP,232-A,2021-05-28 00:00:00,,,,Promoção de Migração Ilegal,X
14703,3463,CP,216-B,2021-05-28 00:00:00,,,,Registro Não Autorizado da Intimidade Sexual,X
5854,3463,CP,230,2008-09-30 15:52:52,,,,Rufianismo,X
11418,3463,CP,218-A,2010-03-05 00:00:00,,,,Satisfação de lascívia mediante presença de criança ou adolescente ,X
11421,3463,CP,231,2010-03-05 00:00:00,,,,Tráfico internacional de pessoa para fim de exploração sexual,X
5855,3463,CP,231,2008-09-30 15:52:52,,,,Tráfico Internacional de Pessoas,X
11422,3463,CP,231-A,2010-03-05 00:00:00,,,,Tráfico interno de pessoa para fim de exploração sexual,X
5856,3463,CP,231-A,2008-09-30 15:52:52,,,,Tráfico Interno de Pessoas,X
3469,3463,CP,233 e 234,2008-09-30 15:52:52,2021-05-28 16:25:52,,,Ultraje Público ao Pudor (Ato/Escrito Obsceno),X
11416,3463,CP,215,2010-03-05 00:00:00,,,,Violação sexual mediante fraude,X
3472,287,,,2008-09-30 15:52:52,,,,Crimes contra a Família,X
3488,3472,,,2008-09-30 15:52:52,,,,Crime contra o Pátrio-Poder e Tutela,X
3489,3488,CP,248,2008-09-30 15:52:52,,,,"Induzimento a Fuga, Entrega Arbitrária ou Sonegação de Incapazes",X
3490,3488,CP,249,2008-09-30 15:52:52,,,,Subtração de Incapazes ,X
3473,3472,,,2008-09-30 15:52:52,,,,Crimes Contra a Assistência Familiar,X
3475,3473,CP,246 e 247,2008-09-30 15:52:52,,,,Abandono Intelectual,X
3474,3473,CP,244,2008-09-30 15:52:52,,,,Abandono Material,X
3476,3473,CP,245,2008-09-30 15:52:52,,,,Entrega de Filho Menor a Pessoa Inidônea,X
3477,3472,,,2008-09-30 15:52:52,,,,Crimes contra o Casamento,X
3479,3477,CP,235,2008-09-30 15:52:52,,,,Bigamia,X
3480,3477,CP,237,2008-09-30 15:52:52,,,,Conhecimento Prévio de Impedimento ,X
3481,3477,CP,236,2008-09-30 15:52:52,,,,Induzimento a erro essencial e ocultação de impedimento,X
3483,3477,CP,238,2008-09-30 15:52:52,,,,Simulação de Autoridade para Celebração de Casamento,X
3482,3477,CP,239,2008-09-30 15:52:52,,,,Simulação de Casamento,X
3484,3472,,,2008-09-30 15:52:52,,,,Crimes Contra o Estado de Filiação,X
3485,3484,CP,242,2008-09-30 15:52:52,,,,Parto Suposto ,X
3486,3484,CP,241,2008-09-30 15:52:52,,,,Registro de Nascimento Inexistente,X
3487,3484,CP,241,2008-09-30 15:52:52,,,,Sonegação do Estado de Filiação,X
3523,287,CP,287,2008-09-30 15:52:52,,,,Crimes contra a Fé Pública,X
3546,3523,CP,311,2008-09-30 15:52:52,,,,Adulteração de Sinal Identificador de Veículo Automotor,X
10992,3523,Código Penal (DL 2.848/1940),311,2009-05-28 00:00:00,,,,Adulteração de Sinal Identificador de Veículo Automotor por Funcionário Público,X
3535,3523,CP,"301, caput",2008-09-30 15:52:52,,,,Certidão ou atestado ideologicamente falso ,X
11006,3523,Código Penal,289,2009-06-08 00:00:00,,,,Crime de Desvio e/ou Circulação de Moeda Não Autorizada,X
11007,3523,Código Penal,289,2009-06-08 00:00:00,,,,Crime de Moeda Falsa Praticado por Funcionário Público,X
3528,3523,CP,292,2008-09-30 15:52:52,,,,Emissão de título ao portador sem permissão legal ,X
3542,3523,CP,307 e 308,2008-09-30 15:52:52,,,,Falsa identidade ,X
3537,3523,CP,302,2008-09-30 15:52:52,,,,Falsidade de atestado médico ,X
3533,3523,CP,299,2008-09-30 15:52:52,,,,Falsidade ideológica ,X
10995,3523,CP,299,2009-05-28 00:00:00,,,,Falsidade ideológica praticada por Funcionário Público,X
3536,3523,CP,"art. 301, § 1º",2008-09-30 15:52:52,,,,Falsidade material de atestado ou certidão ,X
3532,3523,CP,298,2008-09-30 15:52:52,2009-05-28 17:07:03,,,Falsificação de documento particular ,X
3531,3523,CP,297,2008-09-30 15:52:52,,,,Falsificação de documento público,X
10998,3523,CP,297,2009-05-28 00:00:00,2009-05-28 17:10:06,,,Falsificação de documento Público praticada por Funcionário Público,X
3529,3523,CP,293,2008-09-30 15:52:52,,,,Falsificação de papéis públicos ,X
11005,3523,Código Penal,293 e 295,2009-06-08 00:00:00,,,,Falsificação de Papéis Públicos Praticado por Funcionário Público,X
3530,3523,CP,296,2008-09-30 15:52:52,,,,Falsificação do selo ou sinal público ,X
11004,3523,Código Penal,296,2009-06-08 00:00:00,,,,Falsificação do Selo ou Sinal Público Praticado por Funcionário Público,X
3541,3523,CP,306,2008-09-30 15:52:52,,,,"Falsificação do sinal empregado no contraste de metal precioso ou na fiscalização alfandegária, ou para outros fins ",X
3534,3523,CP,300,2008-09-30 15:52:52,,,,Falso reconhecimento de firma ou letra,X
3543,3523,CP,309 e 310,2008-09-30 15:52:52,,,,Fraude de lei sobre estrangeiros,X
14731,3523,CP,311-A,2021-07-30 00:00:00,,,,Fraudes em Certames de Interesse Público,X
3524,3523,CP,289 e parágrafos e 290,2008-09-30 15:52:52,,,,Moeda Falsa / Assimilados,X
3545,3523,CP,294 e 295,2008-09-30 15:52:52,,,,Petrechos de Falsificação de Papéis Públicos,X
10993,3523,CP,294 e 295,2009-05-28 00:00:00,,,,Petrechos de Falsificação de Papéis Públicos por Funcionário Público,X
3527,3523,CP,291,2008-09-30 15:52:52,,,,Petrechos para falsificação de moeda ,X
10994,3523,CP,294 e 295,2009-05-28 00:00:00,,,,Petrechos para falsificação de moeda por Funcionário Público,X
3538,3523,CP,303,2008-09-30 15:52:52,,,,Reprodução ou adulteração de selo ou peça filatélica ,X
3540,3523,CP,305,2008-09-30 15:52:52,,,,Supressão de documento ,X
3539,3523,CP,304,2008-09-30 15:52:52,,,,Uso de documento falso ,X
3394,287,,,2008-09-30 15:52:52,,,,Crimes contra a Honra,X
3395,3394,CP,138,2008-09-30 15:52:52,,,,Calúnia,X
3396,3394,CP,139,2008-09-30 15:52:52,,,,Difamação,X
3397,3394,,,2008-09-30 15:52:52,,,,Injúria,X
12543,3397,CP,"140, §3º",2019-07-09 00:00:00,,,,Preconceituosa,X
14101,12543,,,2020-12-04 00:00:00,2023-03-31 13:51:20,,,(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Cor,X
14102,12543,,,2020-12-04 00:00:00,2023-03-31 13:43:28,,,(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Etnia,X
14107,12543,,,2020-12-04 00:00:00,2024-03-15 12:22:49,,,(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Identidade de Gênero,X
14106,12543,,,2020-12-04 00:00:00,2024-03-15 12:20:31,,,(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Orientação Sexual,X
14103,12543,,,2020-12-04 00:00:00,2023-03-31 13:57:58,,,(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Origem,X
14100,12543,,,2020-12-04 00:00:00,2023-03-31 13:54:33,,,(Fato até 10/01/2023) Injúria Preconceituosa em Razão de Raça,X
14104,12543,,,2020-12-04 00:00:00,,,,Condição de Pessoa Idosa,X
14105,12543,,,2020-12-04 00:00:00,,,,Condição de Pessoa Portadora de Deficiência,X
15126,12543,Código Penal,"140, § 3º",2022-06-13 00:00:00,,,,Religião,X
12542,3397,CP,"140, §2º",2019-07-09 00:00:00,,,,Real,X
12544,3397,CP,"140, caput",2019-07-09 00:00:00,,,,Simples,X
3491,287,,,2008-09-30 15:52:52,,,,Crimes contra a Incolumidade Pública,X
3502,3491,CP,264,2008-09-30 15:52:52,,,,Arremesso de projétil,X
3503,3491,CP,265,2008-09-30 15:52:52,,,,Atentado contra a segurança de serviços de utilidade pública ,X
3501,3491,CP,"261, 262 e 263",2008-09-30 15:52:52,,,,Atentado contra a segurança de transporte público,X
3510,3491,CP,283,2008-09-30 15:52:52,,,,Charlatanismo ,X
3511,3491,CP,271,2008-09-30 15:52:52,,,,Corrupção ou Poluição de Água Potável,X
3512,3491,CP,284,2008-09-30 15:52:52,,,,Curandeirismo ,X
3496,3491,CP,256,2008-09-30 15:52:52,,,,Desabamento ou desmoronamento,X
11969,3491,CP,"Art. 256, parágrafo único",2013-09-18 00:00:00,,,,Desabamento ou desmoronamento culposo,X
3500,3491,CP,260,2008-09-30 15:52:52,,,,Desastre ferroviário / Perigo de Desastre Ferroviário,X
11972,3491,CP,"Art. 260, §2º",2013-09-18 00:00:00,,,,Desastre ferroviário culposo,X
11958,3491,CP,"Art. 259, parágrafo único",2013-09-17 00:00:00,,,,Difusão culposa de doença ou praga,X
3498,3491,CP,259,2008-09-30 15:52:52,,,,Difusão de doença ou praga,X
3506,3491,CP,274,2008-09-30 15:52:52,,,,Emprego de Processo Proibido/Substância não permitida,X
3513,3491,CP,270,2008-09-30 15:52:52,,,,Envenenamento de Água Potável / Substância Alimentícia ou Medicinal,X
3505,3491,CP,267,2008-09-30 15:52:52,,,,Epidemia ,X
3509,3491,CP,282,2008-09-30 15:52:52,,,,"Exercício Ilegal da Medicina, Arte Dentária ou Farmacêutica",X
3493,3491,CP,251,2008-09-30 15:52:52,,,,Explosão ,X
11963,3491,CP,"Art. 251, §3º",2013-09-18 00:00:00,,,,Explosão culposa,X
5862,3491,CP,253,2008-09-30 15:52:52,,,,Fabrico / Fornecimento / Aquisição / Posse ou Transporte de Explosivos ou Gás Tóxico ou Asfixiante,X
3508,3491,CP,273,2008-09-30 15:52:52,,,,Falsificação / Corrupção / Adulteração / Alteração de produto destinado a fins terapêuticos ou medicinais,X
3514,3491,CP,272,2008-09-30 15:52:52,,,,Falsificação / Corrupção / Adulteração / Alteração de Substância ou Produtos Alimentícios,X
3492,3491,CP,250,2008-09-30 15:52:52,,,,Incêndio,X
11961,3491,CP,"Art. 250, §2º",2013-09-18 00:00:00,,,,Incêndio culposo,X
3515,3491,CP,268,2008-09-30 15:52:52,,,,Infração de Medida Sanitária Preventiva,X
3504,3491,CP,266,2008-09-30 15:52:52,,,,Interrupção /perturbação de serviços telegráficos/telefônicos,X
3495,3491,CP,254 e 255,2008-09-30 15:52:52,,,,Inundação / Perigo de Inundação,X
11967,3491,CP,"Art. 252, parte final",2013-09-18 00:00:00,,,,Inundação culposa,X
3507,3491,CP,275,2008-09-30 15:52:52,,,,Invólucro ou recipiente com falsa indicação ,X
5867,3491,CP,280,2008-09-30 15:52:52,,,,Medicamento em Desacordo com Receita Médica,X
3516,3491,CP,269,2008-09-30 15:52:52,,,,Omissão de Notificação de Doença,X
3517,3491,CP,278,2008-09-30 15:52:52,,,,Outras Substâncias Nocivas a Saúde Pública ,X
3519,3491,CP,277,2008-09-30 15:52:52,,,,Substância Destinada à Falsificação,X
3497,3491,CP,257,2008-09-30 15:52:52,,,,"Subtração, ocultação ou inutilização de material de salvamento",X
11966,3491,CP,"252, parágrafo único",2013-09-18 00:00:00,,,,Uso culposo de gás tóxico ou asfixiante,X
3494,3491,CP,252,2008-09-30 15:52:52,,,,Uso de gás tóxico ou asfixiante ,X
5866,3491,CP,276,2008-09-30 15:52:52,,,,Venda de Produtos ou Substância nas Condições dos Artigos 274 e 275 ,X
3407,287,,,2008-09-30 15:52:52,,,,Crimes contra a inviolabilidade de correspondência,X
3409,3407,CP,"151, § 1º, I",2008-09-30 15:52:52,,,,Sonegação ou destruição de correspondência ,X
3410,3407,CP,"art. 151, § 1º, II, III e IV",2008-09-30 15:52:52,,,,"Violação de comunicação telegráfica, radioelétrica ou telefônica ",X
3408,3407,CP,"151, caput",2008-09-30 15:52:52,,,,Violação de correspondência ,X
3411,3407,CP,152,2008-09-30 15:52:52,,,,Violação de Correspondência comercial ,X
3405,287,,,2008-09-30 15:52:52,,,,Crimes contra a inviolabilidade de domicílio,X
3406,3405,CP,150,2008-09-30 15:52:52,,,,Violação de domicílio ,X
3412,287,,,2008-09-30 15:52:52,,,,Crimes contra a inviolabilidade de segredo,X
3413,3412,CP,153,2008-09-30 15:52:52,,,,Divulgação de segredo ,X
11978,3412,CP,154-A,2014-02-18 00:00:00,,,,Invasão de Dispositivo Informático,X
3414,3412,CP,154,2008-09-30 15:52:52,,,,Violação do segredo profissional ,X
3400,287,,,2008-09-30 15:52:52,,,,Crimes contra a liberdade pessoal,X
3402,3400,CP,147,2008-09-30 15:52:52,,,,Ameaça ,X
3401,3400,CP,146,2008-09-30 15:52:52,,,,Constrangimento ilegal ,X
15482,3400,Código Penal,"146-A, caput",2024-11-11 17:56:38,,,,Intimidação Sistemática (Bullying),X
15483,3400,Código Penal,"146-A, parágrafo único",2024-11-11 18:01:58,,,,Intimidação Sistemática Virtual (Cyberbullying),X
14684,3400,CP,147-A,2021-05-28 00:00:00,,,,Perseguição,X
3404,3400,CP,149,2008-09-30 15:52:52,,,,Redução a condição análoga à de escravo ,X
3403,3400,CP,148,2008-09-30 15:52:52,,,,Seqüestro e cárcere privado ,X
3445,287,,,2008-09-30 15:52:52,,,,Crimes contra a Organização do Trabalho,X
3455,3445,CP,207,2008-09-30 15:52:52,,,,Aliciamento de trabalhadores de um local para outro do território nacional,X
3454,3445,CP,206,2008-09-30 15:52:52,,,,Aliciamento para fins de emigração,X
3448,3445,CP,199,2008-09-30 15:52:52,,,,Atentado contra a liberdade de associação,X
3447,3445,CP,198,2008-09-30 15:52:52,,,,Atentado contra a liberdade de contrato de trabalho e boicotagem violenta,X
3446,3445,CP,197,2008-09-30 15:52:52,,,,Atentado contra a liberdade de trabalho,X
3453,3445,CP,205,2008-09-30 15:52:52,,,,Exercício de atividade com infração de decisão administrativa ,X
3452,3445,CP,203,2008-09-30 15:52:52,,,,Frustração de direitos assegurados por lei trabalhista,X
3456,3445,CP,204,2008-09-30 15:52:52,,,,Frustração de lei sobre a nacionalização do trabalho ,X
3451,3445,CP,202,2008-09-30 15:52:52,,,,"Invasão de estabelecimento industrial, comercial ou agrícola. Sabotagem",X
3450,3445,CP,201,2008-09-30 15:52:52,,,,Paralisação de trabalho de interesse coletivo,X
