Código,Cód. Pai,Dispositivo legal,Artigo,Data de Publicação,Data de Alteração,Data de Inativação,Data de Reativação,nome,JFTNU
10174,10157,,,2008-09-30 15:52:00,,,,Instituições Financeiras,X
10178,10174,,,2008-09-30 15:52:00,,,,Cooperativas de Crédito,X
10175,10174,,,2008-09-30 15:52:00,,,,Liberação de Depósitos de Instituição Liquidanda,X
10179,10174,,,2008-09-30 15:52:00,,,,Liquidação extrajudicial,X
10176,10174,,,2008-09-30 15:52:00,,,,Normatizações,X
10177,10174,,,2008-09-30 15:52:00,,,,Remuneração de Ativos Retidos,X
10163,10157,LC 07/70; LC 08/70,,2008-09-30 15:52:00,,,,PIS/PASEP,X
10164,10163,,,2008-09-30 15:52:00,,,,Atualização de Conta,X
10165,10163,,,2008-09-30 15:52:00,,,,Liberação de Conta,X
10181,10157,,,2008-09-30 15:52:00,2012-07-10 17:25:00,,,Seguro desemprego,X
10403,9985,,,2008-09-30 15:52:00,,,,Organização Sindical,X
10404,10403,,,2008-09-30 15:52:00,,,,Contribuição Sindical,X
10407,10403,,,2008-09-30 15:52:00,,,,Dilação e Extensão de Base Territorial,X
10405,10403,,,2008-09-30 15:52:00,,,,Eleições Sindicais,X
10408,10403,,,2008-09-30 15:52:00,,,,Filiação,X
10406,10403,,,2008-09-30 15:52:00,,,,Registro Sindical,X
9991,9985,L 8.666/1993,,2008-09-30 15:52:00,,,,Responsabilidade da Administração,X
10502,9991,CF,"Art. 37, § 6º",2008-09-30 15:52:00,,,,Indenização por Dano Material,X
10504,10502,CF; Lei 10406/02,"CF, art. 37, § 6º; Lei 10.406/02, art.927",2008-09-30 15:52:00,,,,Acidente de Trânsito,X
14148,10502,CF,"37, § 6º",2021-01-18 00:00:00,,,,Acidentes,X
14910,14148,CF,"37, § 6º",2021-09-30 00:00:00,,,,Acidente Ferroviário,X
14149,14148,CF,"37, § 6º",2021-01-18 00:00:00,,,,Exposição a Substâncias Tóxicas - Dicloro-Difenil-Tricloroetano (DDT/Mercúrio/Outras),X
14166,10502,CF,"37, § 6º",2021-01-18 00:00:00,,,,Ausência/Deficiência de Fiscalização,X
14150,10502,CF,"37, § 6º",2021-01-18 00:00:00,,,,Concurso Público - Nomeação/Posse Tardia,X
14151,10502,CF,"37, § 6º",2021-01-18 00:00:00,,,,Correspondência - ECT,X
14154,10502,CF,"Art. 37, §6º - Súmula 388/STJ",2021-01-18 00:00:00,,,,Devolução de Cheques,X
14155,10502,CF,"37, § 6º",2021-01-18 00:00:00,2021-01-29 13:47:00,,,Inscrição em Cadastro Restrito de Crédito,X
14159,10502,CF,"37, § 6º",2021-01-18 00:00:00,,,,Política Pública de Preços,X
14156,10502,CF,"37, § 6º",2021-01-18 00:00:00,,,,Protesto Indevido de Títulos,X
14157,10502,CF/Lei 8.078/1990,"Art. 37, § º6 (CF)/ Art. 51 (Lei 8.078/1990)",2021-01-18 00:00:00,,,,Roubo/Leilão Indevido de Bem Empenhado,X
14158,10502,CF,"37, § 6º",2021-01-18 00:00:00,,,,Saque Fraudulento,X
10503,10502,CF/88; Lei 10406/02,"CF, art. 37, § 6º; Lei 10.406/02, art.927, 944, 949",2008-09-30 15:52:00,2023-09-27 16:56:00,,,Serviços de Saúde,X
14161,10502,CF,"37, § 6º e 231",2021-01-18 00:00:00,,,,Tráfego de Veículo com Excesso de Peso,X
10505,10502,,,2008-09-30 15:52:00,,,,Variação Cambial,X
9992,9991,CF,"art. 5º, V, X",2008-09-30 15:52:00,,,,Indenização por Dano Moral,X
9996,9992,CF,"art. 5º, V, X",2008-09-30 15:52:00,,,,Acidente de Trânsito,X
14162,9992,CF,"37, § 6º",2021-01-18 00:00:00,,,,Acidentes,X
14911,14162,CF,"37, § 6º",2021-09-30 00:00:00,,,,Acidente Ferroviário,X
14163,14162,CF,"37, § 6º",2021-01-18 00:00:00,,,,Exposição a Substâncias Tóxicas (Dicloro-Difenil-Tricloroetano (DDT / Mercúrio / Outras),X
14175,9992,CF,"37, § 6º",2021-01-18 00:00:00,,,,Assédio Moral,X
14164,9992,CF,"37, § 6º",2021-01-18 00:00:00,,,,Ausência/Deficiência de Fiscalização,X
14165,9992,CF,"37, § 6º",2021-01-18 00:00:00,,,,Concurso Público - Nomeação/Posse Tardia,X
14167,9992,CF,"37, § 6º",2021-01-18 00:00:00,,,,Correspondência - ECT,X
14168,9992,CF,"37, § 6º; Súmula 388/STJ",2021-01-18 00:00:00,,,,Devolução de Cheques,X
14169,9992,CF,"37, § 6º",2021-01-18 00:00:00,,,,Inscrição em Cadastro Restritivo de Crédito,X
14173,9992,CF; Lei 4.870/1965,"37, § 6º",2021-01-18 00:00:00,,,,Política Pública de Preços,X
14909,9992,CF,"5º, LXXV e 37, § 6º",2021-09-30 00:00:00,,,,Prisão Ilegal,X
14170,9992,CF,"37, § 6º",2021-01-18 00:00:00,,,,Protesto Indevido de Títulos,X
14171,9992,CF,"37, § 6º",2021-01-18 00:00:00,,,,Roubo/Leilão Indevido de Bem Empenhado,X
14172,9992,CF,"37, § 6º",2021-01-18 00:00:00,,,,Saque Fraudulento,X
9995,9992,CF,"art. 5º, V, X",2008-09-30 15:52:00,2023-09-27 16:53:00,,,Serviços de Saúde,X
14174,9992,CF,"37, § 6º",2021-01-18 00:00:00,,,,Tráfego de Veículo com Excesso de Peso,X
10028,9985,,,2008-09-30 15:52:00,,,,Serviços,X
10073,10028,Leis 8666/93; 8987/95; 11079/04,,2008-09-30 15:52:00,,,,Concessão / Permissão / Autorização,X
10075,10073,Lei 8987/95,art. 1º a 40,2008-09-30 15:52:00,,,,Energia Elétrica,X
14176,10075,Portarias DNAEE 38/1986 e 45/1986,,2021-01-18 00:00:00,,,,Tarifa,X
10074,10073,Lei 8974/95,art. 1º a 40,2008-09-30 15:52:00,,,,Fornecimento de Gás,X
10078,10073,,,2008-09-30 15:52:00,,,,Radiodifusão,X
10082,10073,,,2008-09-30 15:52:00,,,,Serviço Postal,X
10080,10073,Lei 91/97; Lei 29/2002,"Lei 91/97, arts. 1º a 22; Lei 29/2002, arts 1º a 3º",2008-09-30 15:52:00,,,,Telefonia,X
10077,10073,,,2008-09-30 15:52:00,,,,Transporte Aéreo - Aeroporto,X
10081,10073,CF; Lei 9432/97,"CF, art. 21, XII, a; Lei 9432/97, arts. 1º a 15",2008-09-30 15:52:00,,,,Transporte Aquaviário,X
10076,10073,Decreto 1832/96,arts. 1º a 64,2008-09-30 15:52:00,,,,Transporte Terrestre,X
10087,10028,CF; LC 80/94; Lei 9020/95,"CF, art. 133 a 135",2008-09-30 15:52:00,,,,Defensoria Pública,X
10051,10028,CF,"art. 208, I, II",2008-09-30 15:52:00,2020-10-08 15:00:00,,,Ensino Fundamental e Médio,X
10062,10051,,,2008-09-30 15:52:00,2020-10-08 14:57:00,,,Educação Pré-escolar,X
10063,10051,,,2008-09-30 15:52:00,2020-10-08 14:57:00,,,Educação Profissionalizante,X
10058,10051,,,2008-09-30 15:52:00,2020-10-08 14:57:00,,,Ensino Especial,X
10055,10051,,,2008-09-30 15:52:00,2020-10-08 14:57:00,,,Exame Nacional de Ensino Médio / ENEM,X
10059,10051,,,2008-09-30 15:52:00,2020-10-08 14:59:00,,,Exame Supletivo,X
10054,10051,,,2008-09-30 15:52:00,2020-10-08 14:59:00,,,Material Didático,X
10053,10051,,,2008-09-30 15:52:00,2020-10-08 14:59:00,,,Matrícula,X
10052,10051,,,2008-09-30 15:52:00,2020-10-08 14:59:00,,,Mensalidade,X
10060,10051,,,2008-09-30 15:52:00,2020-10-08 14:59:00,,,Merenda,X
10056,10051,,,2008-09-30 15:52:00,2020-10-08 14:59:00,,,Penalidades Disciplinares,X
10057,10051,,,2008-09-30 15:52:00,2020-10-08 14:59:00,,,Transferência,X
10061,10051,,,2008-09-30 15:52:00,2020-10-08 14:59:00,,,Transporte,X
10029,10028,CF,art. 207,2008-09-30 15:52:00,2020-10-08 14:57:00,,,Ensino Superior,X
10032,10029,,,2008-09-30 15:52:00,2020-10-08 14:57:00,,,Colação de Grau,X
10037,10029,,,2008-09-30 15:52:00,2020-10-08 14:56:00,,,Colisão de Horário,X
10043,10029,,,2008-09-30 15:52:00,2020-10-08 14:54:00,,,Criação e/ou Autorização para funcionamento de Curso Superior,X
10040,10029,,,2008-09-30 15:52:00,2020-10-08 14:54:00,,,Currículo Escolar,X
10045,10029,,,2008-09-30 15:52:00,2020-10-08 14:52:00,,,Diplomas/Certificado de Conclusão do Curso,X
10033,10029,,,2008-09-30 15:52:00,2020-10-08 14:52:00,,,Exigência de Estágio Profissionalizante,X
10046,10029,,,2008-09-30 15:52:00,2020-10-08 14:48:00,,,Financiamento Privado da Educação e/ou Pesquisa,X
10031,10029,,,2008-09-30 15:52:00,2020-10-08 14:47:00,,,Financiamento Público da Educação e/ou Pesquisa,X
10035,10029,,,2008-09-30 15:52:00,2020-10-08 14:47:00,,,Freqüência às Aulas,X
10041,10029,,,2008-09-30 15:52:00,2020-10-08 14:47:00,,,Ingresso no Curso Superior,X
10042,10029,,,2008-09-30 15:52:00,2020-10-08 14:47:00,,,Jubilamento de Aluno,X
10030,10029,,,2008-09-30 15:52:00,2020-10-08 14:42:00,,,Matrícula,X
10039,10029,,,2008-09-30 15:52:00,2020-10-08 14:42:00,,,Mensalidades,X
10044,10029,,,2008-09-30 15:52:00,2020-10-08 14:44:00,,,Omissão de Entrega de Notas,X
10036,10029,,,2008-09-30 15:52:00,2020-10-08 14:41:00,,,Penalidades Disciplinares,X
10050,10029,,,2008-09-30 15:52:00,2020-10-08 14:39:00,,,Pós-Graduação,X
10048,10029,,,2008-09-30 15:52:00,2020-10-08 14:39:00,,,Provão - Avaliação da Educação Superior,X
10047,10029,,,2008-09-30 15:52:00,2020-10-08 14:39:00,,,Residência Médica,X
10049,10029,L 10.558/2002,,2008-09-30 15:52:00,2020-10-08 14:36:00,,,Sistemas de cotas - Lei 10.558/2002,X
10034,10029,,,2008-09-30 15:52:00,2020-10-08 14:36:00,,,Transferência de Estudante,X
10038,10029,,,2008-09-30 15:52:00,2020-10-08 14:36:00,,,Vestibular,X
10064,10028,CF,art. 196 a 200,2008-09-30 15:52:00,2019-07-04 16:35:00,,,Saúde,X
10067,10064,,,2008-09-30 15:52:00,2019-07-04 16:35:00,,,Convênio Médico com o SUS,X
11884,10064,CF,196,2011-12-07 00:00:00,2019-07-04 16:36:00,,,Fornecimento de Medicamentos,X
10071,10064,,,2008-09-30 15:52:00,2019-07-04 16:36:00,,,Genética / Células Tronco,X
10066,10064,,,2008-09-30 15:52:00,2019-07-04 16:36:00,,,Reajuste da Tabela do SUS,X
10065,10064,,,2008-09-30 15:52:00,2019-07-04 16:36:00,,,Repasse de Verbas do SUS,X
10070,10064,,,2008-09-30 15:52:00,2019-07-04 16:36:00,,,Ressarcimento ao SUS,X
11883,10064,CF,196,2011-12-07 00:00:00,2019-07-04 16:36:00,,,Tratamento Médico-Hospitalar,X
11885,11883,CF,96,2011-12-16 00:00:00,2019-07-04 16:36:00,,,Unidade de terapia intensiva (UTI) ou unidade de cuidados intensivos (UCI),X
10069,10064,CF,Art. 196,2008-09-30 15:52:00,2011-12-07 07:26:00,,,Tratamento Médico-Hospitalar e/ou Fornecimento de Medicamentos,X
10072,10028,,,2008-09-30 15:52:00,,,,Sistema Nacional do Desporto,X
10219,9985,,,2008-09-30 15:52:00,,,,Servidor Público Civil,X
10254,10219,CF1988,40,2008-09-30 15:52:00,,,,Aposentadoria,X
10256,10254,L 8.112/1990,186 II e 187,2008-09-30 15:52:00,,,,Compulsória,X
10255,10254,L 8.112/1990,"186, I e § 1º.",2008-09-30 15:52:00,,,,Invalidez Permanente,X
14194,10255,CF; Lei 8.112/1990,"186, I e § 1º",2021-01-18 00:00:00,,,,Acidente em Serviço,X
14180,10255,CF; Lei 8.112/1990,"186, I e § 1º",2021-01-18 00:00:00,,,,Moléstia Profissional ou Doença Grave,X
14182,14180,CF; Lei 8.112/1990,"186, I e § 1º",2021-01-18 00:00:00,2021-07-29 15:37:00,,,Alienação Mental,X
14187,14180,CF; Lei 8.112/1990,"186, I e §1º",2021-01-18 00:00:00,2021-07-29 15:37:00,,,Cardiopatia Grave,X
14185,14180,CF; Lei 8.112/1990,"186, I e § 1º",2021-01-18 00:00:00,2021-07-29 15:37:00,,,Cegueira,X
14188,14180,CF; Lei 8.112/1990,"186, I e § 1º",2021-01-18 00:00:00,2021-07-29 15:37:00,,,Doença de Parkinson,X
14183,14180,CF; Lei 8.112/1990,"186, I e § 1º",2021-01-18 00:00:00,2021-07-29 15:37:00,,,Esclerose Múltipla,X
14190,14180,CF; Lei 8.112/1990,"186, I e § 1º",2021-01-18 00:00:00,2021-07-29 15:37:00,,,Espondilaortrose Anquisolante,X
14186,14180,CF; Lei 8.112/1990,"186, I e § 1º",2021-01-18 00:00:00,2021-07-29 15:37:00,,,Hanseníase,X
14192,14180,CF; Lei 8.112/1990,"186, I e § 1º",2021-01-18 00:00:00,2021-07-29 15:38:00,,,Mal de Paget (Osteíte Deformante),X
14191,14180,CF; Lei 8.112/1990,"186, I e § 1º",2021-01-18 00:00:00,2021-07-29 15:38:00,,,Nefropatia Grave,X
14184,14180,CF; Lei 8.112/1990,"186, I e §º 1",2021-01-18 00:00:00,2021-07-29 15:38:00,,,Neoplasia Maligna,X
14189,14180,CF; Lei 8.112/1990,"186, I e § 1º",2021-01-18 00:00:00,2021-07-29 15:38:00,,,Paralisia Irreversível e Incapacitante,X
14181,14180,Lei 8.112/1990; CF,"186, I e § 1º",2021-01-18 00:00:00,2021-07-29 15:38:00,,,Tuberculose Ativa,X
10257,10254,L 8.112/1990,186 III,2008-09-30 15:52:00,,,,Voluntária,X
10287,10219,Lei 8112/90,19,2008-09-30 15:52:00,,,,Jornada de Trabalho,X
13186,10287,,,2020-11-04 00:00:00,,,,Horas Extras ,X
13209,10287,,,2020-11-04 00:00:00,,,,Intervalo ,X
15031,10287,Lei nº 8.112/1990,98,2022-03-23 00:00:00,,,,Jornada Especial,X
10258,10219,,,2008-09-30 15:52:00,,,,Licenças / Afastamentos,X
10273,10258,L 8.112/1990,84,2008-09-30 15:52:00,,,,Acompanhamento de Cônjuge ou Companheiro,X
10272,10258,L 8.112/1990,97 II,2008-09-30 15:52:00,,,,Alistamento / Serviço Eleitoral,X
10270,10258,L 8.112/1990,209,2008-09-30 15:52:00,,,,Amamentação,X
10267,10258,L 8.112/1990,81 IV,2008-09-30 15:52:00,,,,Atividade Política,X
10268,10258,L 8.112/1990,97 III a,2008-09-30 15:52:00,,,,Casamento,X
10259,10258,L 8.112/1990,102 VII c,2008-09-30 15:52:00,,,,Dirigente Sindical,X
10271,10258,L 8.112/1990,97 I,2008-09-30 15:52:00,,,,Doação de Sangue,X
10262,10258,L 8.112/1990,"81, I; 83",2008-09-30 15:52:00,,,,Doença em Pessoa da Família,X
10274,10258,L 8.112/1990,18,2008-09-30 15:52:00,,,,Exercício em Outro Município,X
10264,10258,L 8.112/1990,102 VIII a,2008-09-30 15:52:00,,,,Gestante / Adotante / Paternidade,X
10265,10258,L 8.112/1990,"81, VI; 91",2008-09-30 15:52:00,,,,Interesse Particular,X
10260,10258,L 8.112/190,"81, V; 87",2008-09-30 15:52:00,,,,Licença Capacitação (Aperfeiçoamento Profissional),X
10275,10258,L 8.112/1990,"185, I, f; 211 a 214",2008-09-30 15:52:00,,,,Licença por Acidente em Serviço,X
10261,10258,L 8.112/1990,81 V (revogado),2008-09-30 15:52:00,,,,Licença-Prêmio,X
10700,10261,,,2008-09-30 15:52:00,,,,Contagem em Dobro,X
10701,10261,,,2008-09-30 15:52:00,,,,Pagamento em Pecúnia,X
10269,10258,L 8.112/1990,"97, III, b",2008-09-30 15:52:00,,,,Luto,X
10266,10258,L 8.112/1990,"81, III",2008-09-30 15:52:00,,,,Serviço Militar,X
10263,10258,L 8.112/1990,"102, VIII, b",2008-09-30 15:52:00,,,,Tratamento da Própria Saúde,X
10250,10219,,,2008-09-30 15:52:00,,,,Pensão,X
10252,10250,Lei 8112/90,art. 215,2008-09-30 15:52:00,,,,Concessão,X
10251,10250,L 8.112/1990,221,2008-09-30 15:52:00,,,,Provisória,X
10253,10250,Lei 8112/90,arts. 215 a 225,2008-09-30 15:52:00,,,,Restabelecimento,X
14195,10253,Lei 8.112/1990,"217, IV e § 3º",2021-01-18 00:00:00,,,,Maioridade,X
13295,10250,,,2020-11-04 00:00:00,,,,Revisão ,X
10279,10219,,,2008-09-30 15:52:00,,,,Processo Administrativo Disciplinar ou Sindicância,X
10281,10279,Lei 8112/90,"Art. 127, I, 129",2008-09-30 15:52:00,,,,Advertência,X
10280,10279,L 8.112/1990,33 II,2008-09-30 15:52:00,,,,Demissão ou Exoneração,X
10283,10279,CF,"Art. 37, § 6º",2008-09-30 15:52:00,,,,Responsabilidade Civil do Servidor Público / Indenização ao Erário,X
10282,10279,Lei 8112/90,"Art. 127, II, 130",2008-09-30 15:52:00,,,,Suspensão,X
10286,10219,Lei 9468/97,arts. 1º a 14,2008-09-30 15:52:00,,,,Programa de Desligamento Voluntário (PDV),X
10313,10219,CF,"art. 37, X",2008-09-30 15:52:00,,,,"Reajustes de Remuneração, Proventos ou Pensão",X
14196,10313,DL 2.335/1987 (Plano Bresser); Lei 7.730/1989,28 e 29,2021-01-18 00:00:00,,,,"Índice da URP - 26,05% (1989)",X
14197,10313,DL 2.335/1987 (Plano Bresser),,2021-01-18 00:00:00,,,,"Índice da URP - 26,06% (1987)",X
10314,10313,,,2008-09-30 15:52:00,,,,Índice da URV fev/1989,X
10321,10313,,,2008-09-30 15:52:00,,,,"Índice de 10,87% Lei 10.192/2001",X
10317,10313,,,2008-09-30 15:52:00,,,,"Índice de 28,86% Lei 8.622/1993 e 8.627/1993",X
10316,10313,,,2008-09-30 15:52:00,,,,Índice de 45% Lei 8.237/1991,X
10322,10313,,,2008-09-30 15:52:00,,,,"Índice de 47,94% Lei 8.676/1993",X
10315,10313,,,2008-09-30 15:52:00,,,,"Índice de 84,32% março/1990",X
10320,10313,,,2008-09-30 15:52:00,,,,Índice do IPC junho/1987,X
10319,10313,,,2008-09-30 15:52:00,,,,Reajuste da Lei 8.270/1991,X
10220,10219,CF,39,2008-09-30 15:52:00,,,,Regime Estatutário,X
10225,10220,CF; Lei 8.112/90,"CF, art. 37, XVI; Lei 8.112/90, art. 118 a 120",2008-09-30 15:52:00,,,,Acumulação de Cargos,X
14200,10225,CF; Lei 8.112/1990,"CF, art. 37, XVI; Lei 8.112/90, art. 118 a 120",2021-01-18 00:00:00,,,,Limite de Carga Horária - Jornada Semanal,X
14198,10225,CF; Lei 8.112/1990,"CF, art. 37, XVI; Lei 8.112/90, art. 118 a 120",2021-01-18 00:00:00,,,,Natureza do Cargo Acumulável,X
14199,10225,CF; Lei 8.112/1990,"CF, art. 37, XVI; Lei 8.112/90, art. 118 a 120",2021-01-18 00:00:00,,,,Regime de Dedicação Exclusiva,X
10231,10220,Lei 8.878/94,1º,2008-09-30 15:52:00,,,,Anistia Administrativa,X
11937,10220,,,2012-06-06 00:00:00,,,,Desvio de Função,X
10227,10220,CF,"37, VII",2008-09-30 15:52:00,,,,Direito de Greve,X
10234,10220,CF,41,2008-09-30 15:52:00,,,,Disponibilidade / Aproveitamento,X
10223,10220,Lei 8.112/90,243,2008-09-30 15:52:00,,,,Enquadramento,X
10222,10220,CF,41,2008-09-30 15:52:00,,,,Estabilidade,X
10238,10220,CF,41,2008-09-30 15:52:00,,,,Estágio Probatório,X
10241,10220,L 8.112/1990,"33 I,; 15 § 2º; 34",2008-09-30 15:52:00,2020-11-04 16:14:00,,,Exoneração ou Demissão,X
10235,10220,Lei 8112/90,"arts. 20, § 3º; 37, § 1º; 93, §7º",2008-09-30 15:52:00,,,,Lotação,X
10239,10220,CF ; Lei 8.112/90,"37, II; 9º (lei 8.112/90)",2008-09-30 15:52:00,,,,Nomeação,X
10240,10220,Lei 8112/90,art. 13 a 20,2008-09-30 15:52:00,,,,Posse e Exercício,X
10236,10220,Lei 8112/90,art. 17,2008-09-30 15:52:00,,,,Promoção / Ascensão,X
14201,10236,Lei 10.855/04; Decreto 84.669/80,10 e 19,2021-01-18 00:00:00,,,,Progressão Funcional com Interstício de Doze Meses,X
10237,10220,Lei 8.112/90,24,2008-09-30 15:52:00,,,,Readaptação,X
10224,10220,L 8.112/1990,29,2008-09-30 15:52:00,,,,Recondução,X
10233,10220,L 8.112/1990,37,2008-09-30 15:52:00,,,,Redistribuição,X
10230,10220,CF; Lei 8.112/90,"CF, art. 40; Lei 8112/90, art. 183 e segs.",2008-09-30 15:52:00,,,,Regime Previdenciário,X
10226,10220,L 8.112/1990,28,2008-09-30 15:52:00,2020-11-04 16:15:00,,,Reintegração ou Readmissão,X
10229,10220,Lei 8.112/90,36,2008-09-30 15:52:00,,,,Remoção,X
10232,10220,L 8.112/1990,25 a 27,2008-09-30 15:52:00,,,,Reversão,X
10228,10220,Lei 8112/90,"arts. 8º, VI, 25, 27",2008-09-30 15:52:00,,,,Transferência,X
10288,10219,,,2008-09-30 15:52:00,,,,Sistema Remuneratório e Benefícios,X
10662,10288,CF,"Art. 40, § 19",2008-09-30 15:52:00,,,,Abono de Permanência,X
10294,10288,Lei 8112/90,Art. 78,2008-09-30 15:52:00,,,,Abono Pecuniário (Art. 78 Lei 8.112/1990),X
10638,10288,Lei 8112/90,art. 118,2008-09-30 15:52:00,,,,Acumulação de Proventos,X
10293,10288,Lei 8112/90,71,2008-09-30 15:52:00,,,,Adicional de Fronteira,X
10303,10288,Lei 8.112/90,"Art. 61, V; 73 e 74",2008-09-30 15:52:00,,,,Adicional de Horas Extras,X
10291,10288,Lei 8.112/90,"Arts. 61, IV; 68 e 69",2008-09-30 15:52:00,,,,Adicional de Insalubridade,X
10292,10288,Lei 8.112/90,"Arts. 61, IV; 68 e 69",2008-09-30 15:52:00,,,,Adicional de Periculosidade,X
10309,10288,,,2008-09-30 15:52:00,,,,Adicional de Produtividade,X
10308,10288,Lei 8.112/90,"61,VI e 75",2008-09-30 15:52:00,,,,Adicional de Serviço Noturno,X
10302,10288,L 8.112/1990,"61 III, 67 § único",2008-09-30 15:52:00,,,,Adicional por Tempo de Serviço,X
10244,10288,L 8.112/1990,230,2008-09-30 15:52:00,,,,Assistência à Saúde,X
10245,10288,L 8.069/1990; D 977/1993,"54, IV; 1º segs.",2008-09-30 15:52:00,,,,Assistência Pré-escolar,X
10304,10288,Lei 8112/90,"art. 61, VIII",2008-09-30 15:52:00,,,,Auxílio-Alimentação,X
10248,10288,L 8.112/1990,"185 II b, 226 a 228",2008-09-30 15:52:00,,,,Auxílio-Funeral,X
10246,10288,L 8.112/1990,"185, I, b; 196",2008-09-30 15:52:00,,,,Auxílio-Natalidade,X
10247,10288,L 8.112/1990,"185 II c, 229",2008-09-30 15:52:00,,,,Auxílio-Reclusão,X
10306,10288,Lei 8112/90,"arts. 51, III, 60",2008-09-30 15:52:00,,,,Auxílio-transporte,X
10243,10288,Lei 8186/91,art. 1º a 6º,2008-09-30 15:52:00,,,,Complementação de Benefício/Ferroviário,X
10300,10288,Lei 7238/84,arts. 1º a 15,2008-09-30 15:52:00,,,,Data Base,X
10296,10288,Lei 8112/90,arts. 45 e 46,2008-09-30 15:52:00,,,,Descontos Indevidos,X
10298,10288,L 8.112/1990,51,2008-09-30 15:52:00,,,,Diárias e Outras Indenizações,X
14708,10298,Lei 8.112/1990,"51, I",2021-07-29 00:00:00,,,,Ajuda de Custo,X
14709,10298,Lei 8.112/1990,"51, IV",2021-07-29 00:00:00,,,,Auxílio-Moradia,X
14710,10298,Lei 8.112/1990,"51, II",2021-07-29 00:00:00,,,,Diárias,X
14711,10298,Lei 8.112/1990,"51, III",2021-07-29 00:00:00,,,,Indenização de Transporte,X
10301,10288,Lei 8112/90,art. 77,2008-09-30 15:52:00,,,,Férias,X
14712,10301,Lei 8.112/1990,77 a 80,2021-07-29 00:00:00,,,,Conversão em Pecúnia,X
10883,10301,Lei 8.112/1990,77 a 80,2008-09-30 15:52:00,,,,Fruição / Gozo,X
10884,10301,Lei 8.112/1990,77 a 80,2008-09-30 15:52:00,,,,Indenização / Terço Constitucional,X
10290,10288,Lei 10.187/01,arts. 1º a 8º,2008-09-30 15:52:00,,,,Gratificação de Incentivo,X
14716,10290,Lei 367/1936; Lei 1.711/1952; Lei 3.780/1960,"160 e 252, II, 1º",2021-07-29 00:00:00,2021-07-29 17:13:00,,,Gratificação de Biênio (Adicional Bienal),X
14713,10290,Lei 9.678/1998; Decreto 2.668/1998; Lei 11.087/2005; Lei 11.344/2006; lei 11.784/2008,1º,2021-07-29 00:00:00,,,,Gratificação de Estímulo à Docência no Magistério Superior - GED,X
14714,10290,DL 2.357/1987; Lei 9.624/1998,2º,2021-07-29 00:00:00,,,,Gratificação de Estímulo à Fiscalização e à Arrecadação dos Tributos Federais - GEFA,X
14715,10290,Lei 10.910/2004; Decreto 5.914/2006; Lei 11.890/2008,2º-B,2021-07-29 00:00:00,,,,Gratificação de Incremento da Fiscalização e da Arrecadação - GIFA,X
10295,10288,Lei 8112/90; Lei 9624/98,"Lei 8112/90, art. 62, §§ 2º e 5º; Lei 9624/98, arts. 2º e 3º",2008-09-30 15:52:00,,,,Gratificação Incorporada / Quintos e Décimos / VPNI,X
14717,10295,Lei 8.911/1994; Lei 9.624/1994,,2021-07-30 00:00:00,,,,Direito à Incorporação,X
14718,10295,Portaria 474/1987; Lei 7.597/1987; Lei 8.168/1991,,2021-07-30 00:00:00,,,,Portaria 474/87,X
14719,10295,Lei 9.527/1997; Lei 9.421/1996,,2021-07-30 00:00:00,,,,Reajuste,X
10310,10288,Lei 8112/90,"arts. 61, II, 63 a 66.",2008-09-30 15:52:00,,,,Gratificação Natalina/13º salário,X
10289,10288,Lei 8112/90,Art. 61,2008-09-30 15:52:00,,,,Gratificações da Lei 8.112/1990,X
10305,10288,,,2008-09-30 15:52:00,,,,Gratificações de Atividade,X
10718,10288,,,2008-09-30 15:52:00,,,,Gratificações Por Atividades Específicas,X
14720,10718,Lei 8.911/1994; Lei 9.030/1995; Lei 9.421/1996,2º,2021-07-30 00:00:00,,,,Função Comissionada Integral - 100%,X
14746,10718,Lei 9.266/96 revogada pela Lei 11.358/06,4º,2021-07-30 00:00:00,,,,Gratificação de Atividade de Risco,X
14721,10718,Lei Delegada 13/1992; MP 2.048/2000,1º ao 10; 59,2021-07-30 00:00:00,,,,Gratificação de Atividade Executiva - GAE,X
14749,10718,Lei 11.355/2006,"5º, II e 5º-B",2021-07-30 00:00:00,,,,"Gratificação de Desempenho da Carreira da Previdência, da Saúde e do Trabalho - GDPST",X
14725,10718,Lei 10.855/04,"6º, III",2021-07-30 00:00:00,,,,Gratificação de Desempenho de Atividade do Seguro Social - GDASS,X
14729,10718,Lei 11.357/2006,7º,2021-07-30 00:00:00,,,,Gratificação de Desempenho de Atividade Técnico-Administrativa e de Suporte - GDPGTAS,X
14724,10718,MP 2.150-39/01 Revogada pela Lei 10.302/01,56,2021-07-30 00:00:00,,,,Gratificação de Desempenho de Atividade Técnico-Administrativo Educacional - GDAE,X
14728,10718,Lei 11.784/2008,7º-A,2021-07-30 00:00:00,,,,Gratificação de Desempenho do Plano Geral de Cargos do Poder Executivo - GDPGPE,X
14726,10718,Lei 9.620/1998,10,2021-07-30 00:00:00,,,,Gratificação de Desempenho e Eficiência - GDE,X
14745,10718,Lei 8.460/92; Lei 9.527/97,25,2021-07-30 00:00:00,,,,Gratificação Especial de Localidade - GEL,X
14748,10718,Lei 10.971/2004,11,2021-07-30 00:00:00,,,,"Gratificação Específica de Atividade Docente do Ensino Fundamental, Médio e Tecnológico - GEAD",X
